attachments_num,email_subject_length,content_transfer_encoding_base64_num,content_disposition_attachment_num,content_disposition_num,content_disposition_unique_num,attachments_total_size,content_type_multipart_mixed_num,content_type_total_num,content_type_unique_num,content_transfer_encoding_unique_num,content_transfer_encoding_total_num,email_span_time,total_size_EmailMessage_in_bytes,email_eml_string_total_size_in_bytes,body_plain_text_length,Classification
0,71,1,0,0,0,0,0,2,2,2,2,1,56,50686,9304,Normal
0,76,2,0,0,0,0,0,2,2,1,2,0,56,87727,31991,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,115167,33746,Normal
0,76,1,0,0,0,0,0,2,2,2,2,0,56,61693,11756,Normal
0,75,1,0,0,0,0,0,2,2,2,2,0,56,14753,1920,Normal
0,75,1,0,0,0,0,0,2,2,2,2,0,56,68250,13434,Normal
0,72,1,0,0,0,0,0,2,2,2,2,0,56,68348,13904,Normal
0,72,1,0,0,0,0,0,2,2,2,2,0,56,80580,15934,Normal
0,55,1,0,0,0,0,0,2,2,2,2,1,56,64753,12279,Normal
0,50,1,0,0,0,0,0,2,2,2,2,0,56,66974,12980,Normal
0,76,1,0,0,0,0,0,2,2,2,2,0,56,27766,4316,Normal
0,57,1,0,0,0,0,0,2,2,2,2,1,56,61043,11274,Normal
0,67,1,0,0,0,0,0,2,2,2,2,1,56,52513,9904,Normal
0,55,1,0,0,0,0,0,2,2,2,2,0,56,60277,10970,Normal
0,65,1,0,0,0,0,0,2,2,2,2,0,56,67610,13373,Normal
0,72,1,0,0,0,0,0,2,2,2,2,0,56,84630,18009,Normal
0,75,1,0,0,0,0,0,2,2,2,2,0,56,50094,9110,Normal
0,65,1,0,0,0,0,0,2,2,2,2,0,56,67958,13600,Normal
0,58,1,0,0,0,0,0,2,2,2,2,0,56,62644,11582,Normal
0,58,1,0,0,0,0,0,2,2,2,2,0,56,45481,8113,Normal
0,54,1,0,0,0,0,0,2,2,2,2,1,56,80837,17839,Normal
0,54,1,0,0,0,0,0,2,2,2,2,1,56,30310,5365,Normal
0,56,1,0,0,0,0,0,2,2,2,2,1,56,49217,9312,Normal
0,82,1,0,0,0,0,0,2,2,2,2,0,56,72754,14362,Normal
0,65,1,0,0,0,0,0,2,2,2,2,0,56,31955,5568,Normal
0,65,1,0,0,0,0,0,2,2,2,2,0,56,62439,11963,Normal
0,69,1,0,0,0,0,0,2,2,2,2,1,56,61059,11209,Normal
0,75,1,0,0,0,0,0,2,2,2,2,1,56,76052,15412,Normal
0,77,1,0,0,0,0,0,2,2,2,2,1,56,51208,9495,Normal
0,79,1,0,0,0,0,0,2,2,2,2,1,56,21178,3886,Normal
0,72,1,0,0,0,0,0,2,2,2,2,1,56,70786,14735,Normal
0,73,1,0,0,0,0,0,2,2,2,2,1,56,97242,21539,Normal
0,73,1,0,0,0,0,0,2,2,2,2,0,56,27791,4311,Normal
0,73,1,0,0,0,0,0,2,2,2,2,1,56,50276,9114,Normal
0,80,1,0,0,0,0,0,2,2,2,2,1,56,31475,5677,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,52408,9807,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,65014,12279,Normal
0,47,1,0,0,0,0,0,2,2,2,2,1,56,60979,11849,Normal
0,47,1,0,0,0,0,0,2,2,2,2,0,56,57064,12887,Normal
0,59,1,0,0,0,0,0,2,2,2,2,1,56,68646,12814,Normal
0,52,1,0,0,0,0,0,2,2,2,2,0,56,51423,9653,Normal
0,52,1,0,0,0,0,0,2,2,2,2,0,56,69398,13130,Normal
0,79,1,0,0,0,0,0,2,2,2,2,1,56,84023,20773,Normal
0,58,1,0,0,0,0,0,2,2,2,2,0,56,65234,12790,Normal
0,58,1,0,0,0,0,0,2,2,2,2,1,56,31501,5227,Normal
0,71,1,0,0,0,0,0,2,2,2,2,1,56,48076,8725,Normal
0,71,1,0,0,0,0,0,2,2,2,2,0,56,50184,8988,Normal
0,54,1,0,0,0,0,0,2,2,2,2,1,56,65667,13012,Normal
0,65,1,0,0,0,0,0,2,2,2,2,1,56,65299,12453,Normal
0,66,1,0,0,0,0,0,2,2,2,2,0,56,23072,3533,Normal
0,78,1,0,0,0,0,0,2,2,2,2,0,56,63148,12016,Normal
0,68,1,0,0,0,0,0,2,2,2,2,0,56,32066,5572,Normal
0,78,1,0,0,0,0,0,2,2,2,2,0,56,67166,13312,Normal
0,75,1,0,0,0,0,0,2,2,2,2,0,56,69160,14597,Normal
0,68,1,0,0,0,0,0,2,2,2,2,1,56,63415,11862,Normal
0,77,1,0,0,0,0,0,2,2,2,2,1,56,29686,5090,Normal
0,60,1,0,0,0,0,0,2,2,2,2,0,56,60671,11148,Normal
0,73,1,0,0,0,0,0,2,2,2,2,0,56,68743,14605,Normal
0,42,1,0,0,0,0,0,2,2,2,2,1,56,63929,12024,Normal
0,75,1,0,0,0,0,0,2,2,2,2,0,56,14464,1783,Normal
0,74,1,0,0,0,0,0,2,2,2,2,1,56,72436,15367,Normal
0,85,1,0,0,0,0,0,2,2,2,2,0,56,63962,11878,Normal
0,56,1,0,0,0,0,0,2,2,2,2,0,56,65681,12530,Normal
0,75,1,0,0,0,0,0,2,2,2,2,0,56,64515,12242,Normal
0,71,1,0,0,0,0,0,2,2,2,2,1,56,63554,11671,Normal
0,74,1,0,0,0,0,0,2,2,2,2,0,56,14584,1852,Normal
0,54,1,0,0,0,0,0,2,2,2,2,0,56,66243,12696,Normal
0,46,1,0,0,0,0,0,2,2,2,2,0,56,32776,6512,Normal
0,65,1,0,0,0,0,0,2,2,2,2,0,56,13502,1961,Normal
0,67,1,0,0,0,0,0,2,2,2,2,0,56,66043,12409,Normal
0,59,1,0,0,0,0,0,2,2,2,2,0,56,17406,2338,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,67868,13458,Normal
0,56,1,0,0,0,0,0,2,2,2,2,1,56,14655,1916,Normal
0,77,1,0,0,0,0,0,2,2,2,2,0,56,32290,5625,Normal
0,76,1,0,0,0,0,0,2,2,2,2,0,56,30633,5385,Normal
0,63,1,0,0,0,0,0,2,2,2,2,0,56,65174,12664,Normal
0,78,1,0,0,0,0,0,2,2,2,2,0,56,60094,10909,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,15019,2034,Normal
0,64,1,0,0,0,0,0,2,2,2,2,0,56,60968,11375,Normal
0,76,1,0,0,0,0,0,2,2,2,2,0,56,15127,2074,Normal
0,53,1,0,0,0,0,0,2,2,2,2,0,56,64191,12846,Normal
0,74,1,0,0,0,0,0,2,2,2,2,0,56,67004,13766,Normal
0,74,1,0,0,0,0,0,2,2,2,2,0,56,62700,11849,Normal
0,68,1,0,0,0,0,0,2,2,2,2,1,56,70981,15006,Normal
0,54,1,0,0,0,0,0,2,2,2,2,0,56,63088,12186,Normal
0,54,1,0,0,0,0,0,2,2,2,2,0,56,66817,13835,Normal
0,54,1,0,0,0,0,0,2,2,2,2,1,56,65580,12802,Normal
0,74,1,0,0,0,0,0,2,2,2,2,0,56,59288,10682,Normal
0,54,1,0,0,0,0,0,2,2,2,2,1,56,64511,11813,Normal
0,71,1,0,0,0,0,0,2,2,2,2,0,56,28507,4571,Normal
0,63,1,0,0,0,0,0,2,2,2,2,1,56,28176,4530,Normal
0,63,1,0,0,0,0,0,2,2,2,2,1,56,28811,5171,Normal
0,77,1,0,0,0,0,0,2,2,2,2,0,56,63905,12230,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,61134,11237,Normal
0,75,1,0,0,0,0,0,2,2,2,2,0,56,61830,11545,Normal
0,77,1,0,0,0,0,0,2,2,2,2,0,56,64635,12291,Normal
0,77,1,0,0,0,0,0,2,2,2,2,0,56,108746,25884,Normal
0,50,1,0,0,0,0,0,2,2,2,2,1,56,77766,17628,Normal
0,79,1,0,0,0,0,0,2,2,2,2,0,56,65531,13418,Normal
0,56,1,0,0,0,0,0,2,2,2,2,1,56,69699,14099,Normal
0,56,1,0,0,0,0,0,2,2,2,2,0,56,64456,12186,Normal
0,75,1,0,0,0,0,0,2,2,2,2,0,56,61787,11728,Normal
0,75,1,0,0,0,0,0,2,2,2,2,1,56,14937,2006,Normal
0,59,1,0,0,0,0,0,2,2,2,2,0,56,47605,8530,Normal
0,63,1,0,0,0,0,0,2,2,2,2,1,56,30026,4927,Normal
0,63,1,0,0,0,0,0,2,2,2,2,0,56,33487,6496,Normal
0,50,1,0,0,0,0,0,2,2,2,2,1,56,13559,1880,Normal
0,50,1,0,0,0,0,0,2,2,2,2,1,56,50308,9158,Normal
0,70,1,0,0,0,0,0,2,2,2,2,0,56,14395,1762,Normal
0,77,1,0,0,0,0,0,2,2,2,2,0,56,64246,13041,Normal
0,70,1,0,0,0,0,0,2,2,2,2,0,56,15146,2103,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,30225,5272,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,11475,1126,Normal
0,56,1,0,0,0,0,0,2,2,2,2,0,56,14011,2099,Normal
0,72,1,0,0,0,0,0,2,2,2,2,1,56,14761,1908,Normal
0,64,1,0,0,0,0,0,2,2,2,2,0,56,61273,11400,Normal
0,71,1,0,0,0,0,0,2,2,2,2,0,56,60738,11647,Normal
0,71,1,0,0,0,0,0,2,2,2,2,0,56,64371,12607,Normal
0,55,1,0,0,0,0,0,2,2,2,2,0,56,64016,12952,Normal
0,71,1,0,0,0,0,0,2,2,2,2,0,56,48688,8611,Normal
0,80,1,0,0,0,0,0,2,2,2,2,0,56,64142,12182,Normal
0,75,1,0,0,0,0,0,2,2,2,2,0,56,29834,5454,Normal
0,46,1,0,0,0,0,0,2,2,2,2,1,56,20618,3096,Normal
0,44,1,0,0,0,0,0,2,2,2,2,1,56,46338,8016,Normal
0,81,1,0,0,0,0,0,2,2,2,2,1,56,60203,12145,Normal
0,81,1,0,0,0,0,0,2,2,2,2,0,56,15755,2403,Normal
0,77,1,0,0,0,0,0,2,2,2,2,0,56,27259,4449,Normal
0,76,1,0,0,0,0,0,2,2,2,2,0,56,15922,2946,Normal
0,42,1,0,0,0,0,0,2,2,2,2,1,56,50085,9442,Normal
0,42,1,0,0,0,0,0,2,2,2,2,0,56,52296,9766,Normal
0,70,1,0,0,0,0,0,2,2,2,2,1,56,59157,11760,Normal
0,70,1,0,0,0,0,0,2,2,2,2,1,56,13715,1831,Normal
0,76,1,0,0,0,0,0,2,2,2,2,0,56,72705,15776,Normal
0,50,1,0,0,0,0,0,2,2,2,2,0,56,53594,9957,Normal
0,75,1,0,0,0,0,0,2,2,2,2,0,56,62899,12299,Normal
0,72,1,0,0,0,0,0,2,2,2,2,0,56,11887,1288,Normal
0,72,1,0,0,0,0,0,2,2,2,2,1,56,29963,5799,Normal
0,72,1,0,0,0,0,0,2,2,2,2,1,56,46366,8299,Normal
0,57,1,0,0,0,0,0,2,2,2,2,0,56,28315,4842,Normal
0,57,1,0,0,0,0,0,2,2,2,2,0,56,62821,12405,Normal
0,76,1,0,0,0,0,0,2,2,2,2,0,56,72864,15959,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,52268,10407,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,22019,4182,Normal
0,77,1,0,0,0,0,0,2,2,2,2,0,56,15555,2277,Normal
0,70,1,0,0,0,0,0,2,2,2,2,0,56,14540,2277,Normal
0,70,1,0,0,0,0,0,2,2,2,2,0,56,15136,2557,Normal
0,64,1,0,0,0,0,0,2,2,2,2,1,56,14460,2285,Normal
0,73,1,0,0,0,0,0,2,2,2,2,1,56,65735,13045,Normal
0,55,1,0,0,0,0,0,2,2,2,2,1,56,51641,9669,Normal
0,63,1,0,0,0,0,0,2,2,2,2,1,56,63152,11951,Normal
0,63,1,0,0,0,0,0,2,2,2,2,0,56,28494,4567,Normal
0,57,1,0,0,0,0,0,2,2,2,2,1,56,64530,12494,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,80061,19574,Normal
0,76,1,0,0,0,0,0,2,2,2,2,0,56,48004,8660,Normal
0,62,1,0,0,0,0,0,2,2,2,2,1,56,63336,12814,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,64706,13106,Normal
0,76,1,0,0,0,0,0,2,2,2,2,0,56,56850,11622,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,37481,8238,Normal
0,73,1,0,0,0,0,0,2,2,2,2,1,56,67534,14309,Normal
0,73,1,0,0,0,0,0,2,2,2,2,1,56,21766,4915,Normal
0,73,1,0,0,0,0,0,2,2,2,2,1,56,68960,14463,Normal
0,77,1,0,0,0,0,0,2,2,2,2,0,56,27105,4445,Normal
0,79,2,0,0,0,0,0,2,2,1,2,0,56,80115,29604,Normal
0,70,2,0,0,0,0,0,2,2,1,2,1,56,116547,52744,Normal
0,70,1,0,0,0,0,0,2,2,2,2,0,56,130880,40866,Normal
0,71,1,0,0,0,0,0,2,2,2,2,0,56,28186,4879,Normal
0,65,1,0,0,0,0,0,2,2,2,2,1,56,31112,5154,Normal
0,65,1,0,0,0,0,0,2,2,2,2,0,56,10926,1215,Normal
0,65,1,0,0,0,0,0,2,2,2,2,0,56,52434,10180,Normal
0,65,1,0,0,0,0,0,2,2,2,2,0,56,13533,1779,Normal
0,73,1,0,0,0,0,0,2,2,2,2,1,56,34775,6658,Normal
0,73,1,0,0,0,0,0,2,2,2,2,0,56,67589,13876,Normal
0,67,1,0,0,0,0,0,2,2,2,2,1,56,14721,1933,Normal
0,74,1,0,0,0,0,0,2,2,2,2,0,56,25876,4068,Normal
0,74,1,0,0,0,0,0,2,2,2,2,1,56,65181,12595,Normal
0,51,1,0,0,0,0,0,2,2,2,2,1,56,50229,9146,Normal
0,74,1,0,0,0,0,0,2,2,2,2,1,56,27842,4307,Normal
0,73,1,0,0,0,0,0,2,2,2,2,0,56,11735,1191,Normal
0,51,1,0,0,0,0,0,2,2,2,2,1,56,31580,5292,Normal
0,51,1,0,0,0,0,0,2,2,2,2,1,56,49528,9316,Normal
0,48,1,0,0,0,0,0,2,2,2,2,1,56,34952,6285,Normal
0,26,1,0,0,0,0,0,2,2,2,2,0,56,18684,2962,Normal
0,36,1,0,0,0,0,0,2,2,2,2,1,56,62604,11772,Normal
0,35,1,0,0,0,0,0,2,2,2,2,1,56,76114,14642,Normal
0,35,1,0,0,0,0,0,2,2,2,2,0,56,85190,19112,Normal
0,38,1,0,0,0,0,0,2,2,2,2,0,56,29925,4927,Normal
0,49,1,0,0,0,0,0,2,2,2,2,0,56,24290,3837,Normal
0,41,1,0,0,0,0,0,2,2,2,2,25,56,24635,3724,Normal
0,37,1,0,0,0,0,0,2,2,2,2,1,56,17399,3233,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,15338,1900,Normal
0,53,0,0,0,0,0,0,2,2,1,2,121,56,141508,12810,Normal
0,52,1,0,0,0,0,0,2,2,2,2,0,56,65061,12611,Normal
0,40,1,0,0,0,0,0,2,2,2,2,0,56,41435,6966,Normal
0,60,0,0,0,0,0,0,2,2,1,2,4,56,39719,4565,Normal
0,17,1,0,0,0,0,0,2,2,2,2,1,56,47369,8457,Normal
0,26,0,0,0,0,0,0,1,1,1,1,0,56,46424,0,Normal
0,50,1,0,0,0,0,0,2,2,2,2,1,56,32592,5697,Normal
0,52,1,0,0,0,0,0,2,2,2,2,0,56,24952,5673,Normal
0,52,1,0,0,0,0,0,2,2,2,2,1,56,15698,2395,Normal
0,52,1,0,0,0,0,0,2,2,2,2,1,56,18129,2707,Normal
0,52,1,0,0,0,0,0,2,2,2,2,0,56,19293,3266,Normal
0,52,1,0,0,0,0,0,2,2,2,2,0,56,17802,2622,Normal
0,52,1,0,0,0,0,0,2,2,2,2,1,56,20724,4141,Normal
0,52,1,0,0,0,0,0,2,2,2,2,0,56,17977,2593,Normal
0,52,1,0,0,0,0,0,2,2,2,2,1,56,22794,4863,Normal
0,52,1,0,0,0,0,0,2,2,2,2,0,56,33338,9227,Normal
0,52,1,0,0,0,0,0,2,2,2,2,0,56,17383,2480,Normal
0,52,1,0,0,0,0,0,2,2,2,2,0,56,17572,2540,Normal
0,52,1,0,0,0,0,0,2,2,2,2,1,56,33397,9158,Normal
0,52,1,0,0,0,0,0,2,2,2,2,1,56,21344,4040,Normal
0,52,1,0,0,0,0,0,2,2,2,2,0,56,19333,3185,Normal
0,52,1,0,0,0,0,0,2,2,2,2,0,56,21908,4048,Normal
0,52,1,0,0,0,0,0,2,2,2,2,1,56,18635,2889,Normal
0,52,1,0,0,0,0,0,2,2,2,2,1,56,21136,3586,Normal
0,37,1,0,0,0,0,0,2,2,2,2,0,56,18000,2682,Normal
0,31,1,0,0,0,0,0,2,2,2,2,0,56,15328,2119,Normal
0,31,1,0,0,0,0,0,2,2,2,2,0,56,17811,2792,Normal
0,28,1,0,0,0,0,0,2,2,2,2,0,56,31097,6358,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,18392,2881,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,18407,2792,Normal
0,43,1,0,0,0,0,0,2,2,2,2,1,56,20508,3914,Normal
0,43,1,0,0,0,0,0,2,2,2,2,1,56,20590,3837,Normal
0,43,1,0,0,0,0,0,2,2,2,2,1,56,16834,2690,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,23506,4311,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,18293,3075,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,20679,4003,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,18726,2820,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,22046,3922,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,18048,2553,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,18095,2767,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,16084,2427,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,18985,3092,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,16122,2565,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,25391,5783,Normal
0,33,1,0,0,0,0,0,2,2,2,2,1,56,18326,2690,Normal
0,37,1,0,0,0,0,0,2,2,2,2,1,56,18552,3152,Normal
0,37,1,0,0,0,0,0,2,2,2,2,1,56,17952,2820,Normal
0,37,1,0,0,0,0,0,2,2,2,2,0,56,17390,3185,Normal
0,37,1,0,0,0,0,0,2,2,2,2,1,56,17638,2536,Normal
0,37,1,0,0,0,0,0,2,2,2,2,0,56,16952,2780,Normal
0,37,1,0,0,0,0,0,2,2,2,2,1,56,20956,3582,Normal
0,37,1,0,0,0,0,0,2,2,2,2,0,56,16883,2540,Normal
0,37,1,0,0,0,0,0,2,2,2,2,1,56,23868,4295,Normal
0,37,1,0,0,0,0,0,2,2,2,2,1,56,17549,2707,Normal
0,37,1,0,0,0,0,0,2,2,2,2,0,56,17537,2674,Normal
0,37,1,0,0,0,0,0,2,2,2,2,0,56,17628,2739,Normal
0,37,1,0,0,0,0,0,2,2,2,2,1,56,17745,2646,Normal
0,37,1,0,0,0,0,0,2,2,2,2,1,56,17582,2694,Normal
0,37,1,0,0,0,0,0,2,2,2,2,0,56,33458,9321,Normal
0,37,1,0,0,0,0,0,2,2,2,2,0,56,19010,3302,Normal
0,37,1,0,0,0,0,0,2,2,2,2,11,56,19281,3541,Normal
0,37,1,0,0,0,0,0,2,2,2,2,1,56,18372,3104,Normal
0,47,1,0,0,0,0,0,2,2,2,2,0,56,16698,2605,Normal
0,47,1,0,0,0,0,0,2,2,2,2,1,56,23860,5126,Normal
0,29,0,0,0,0,0,0,2,2,1,2,1,56,67743,8299,Normal
0,29,0,0,0,0,0,0,2,2,1,2,1,56,66206,7544,Normal
0,29,0,0,0,0,0,0,2,2,1,2,1,56,67593,8277,Normal
0,29,0,0,0,0,0,0,2,2,1,2,7,56,65209,7390,Normal
0,29,0,0,0,0,0,0,2,2,1,2,1,56,67962,8688,Normal
0,29,0,0,0,0,0,0,2,2,1,2,2,56,64144,7498,Normal
0,29,0,0,0,0,0,0,2,2,1,2,0,56,66304,7433,Normal
0,29,0,0,0,0,0,0,2,2,1,2,2,56,65314,7515,Normal
0,78,1,0,0,0,0,0,2,2,2,2,0,56,82160,2042,Normal
0,33,0,0,0,0,0,0,2,2,1,2,1,56,67645,8255,Normal
0,33,0,0,0,0,0,0,2,2,1,2,0,56,67119,7617,Normal
0,33,0,0,0,0,0,0,2,2,1,2,2,56,65624,7671,Normal
0,33,0,0,0,0,0,0,2,2,1,2,2,56,65707,7315,Normal
0,33,0,0,0,0,0,0,2,2,1,2,1,56,67699,8282,Normal
0,33,0,0,0,0,0,0,2,2,1,2,2,56,67509,8395,Normal
0,33,0,0,0,0,0,0,2,2,1,2,0,56,67417,8332,Normal
0,31,1,0,0,0,0,0,2,2,2,2,1,56,15553,2196,Normal
0,31,1,0,0,0,0,0,2,2,2,2,0,56,25175,5920,Normal
0,32,0,0,0,0,0,0,1,1,1,1,1,56,41250,0,Normal
0,47,0,0,0,0,0,0,2,2,1,2,22,56,70024,9440,Normal
0,37,0,0,0,0,0,0,2,2,1,2,1,56,72030,1426,Normal
0,81,1,0,0,0,0,0,2,2,2,2,1,56,76315,1933,Normal
0,22,1,0,0,0,0,0,2,2,2,2,0,56,63189,11833,Normal
0,22,1,0,0,0,0,0,2,2,2,2,0,56,95297,20903,Normal
0,26,1,0,0,0,0,0,2,2,2,2,2,56,22450,441,Normal
0,62,0,0,0,0,0,0,2,2,1,2,1,56,50629,7023,Normal
0,50,0,0,0,0,0,0,2,2,1,2,9,56,36810,4074,Normal
0,57,0,0,0,0,0,0,2,2,1,2,3,56,38943,4808,Normal
0,101,1,0,0,0,0,0,2,2,2,2,0,56,74480,2366,Normal
0,101,1,0,0,0,0,0,2,2,2,2,0,56,81731,2435,Normal
0,90,1,0,0,0,0,0,2,2,2,2,0,56,72105,2334,Normal
0,101,1,0,0,0,0,0,2,2,2,2,0,56,63548,2038,Normal
0,90,1,0,0,0,0,0,2,2,2,2,2,56,74407,2346,Normal
0,101,1,0,0,0,0,0,2,2,2,2,1,56,76498,2362,Normal
0,89,1,0,0,0,0,0,2,2,2,2,1,56,76167,2293,Normal
0,101,1,0,0,0,0,0,2,2,2,2,1,56,74100,2549,Normal
0,66,1,0,0,0,0,0,2,2,2,2,1,56,75821,2455,Normal
0,97,1,0,0,0,0,0,2,2,2,2,2,56,68770,2107,Normal
0,101,1,0,0,0,0,0,2,2,2,2,1,56,73551,2366,Normal
0,61,1,0,0,0,0,0,2,2,2,2,2,56,80035,2273,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,57165,1730,Normal
0,63,1,0,0,0,0,0,2,2,2,2,1,56,72903,2459,Normal
0,74,1,0,0,0,0,0,2,2,2,2,1,56,77421,2504,Normal
0,64,1,0,0,0,0,0,2,2,2,2,1,56,75966,2463,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,68082,2107,Normal
0,100,1,0,0,0,0,0,2,2,2,2,2,56,70786,2735,Normal
0,69,1,0,0,0,0,0,2,2,2,2,2,56,62450,1847,Normal
0,62,1,0,0,0,0,0,2,2,2,2,0,56,75647,2391,Normal
0,68,1,0,0,0,0,0,2,2,2,2,1,56,63280,1726,Normal
0,63,1,0,0,0,0,0,2,2,2,2,1,56,61483,1985,Normal
0,90,1,0,0,0,0,0,2,2,2,2,1,56,73430,2257,Normal
0,101,1,0,0,0,0,0,2,2,2,2,1,56,72144,2281,Normal
0,47,1,0,0,0,0,0,2,2,2,2,0,56,72766,2354,Normal
0,73,1,0,0,0,0,0,2,2,2,2,2,56,66816,2143,Normal
0,76,1,0,0,0,0,0,2,2,2,2,1,56,74599,2228,Normal
0,71,1,0,0,0,0,0,2,2,2,2,2,56,66042,2771,Normal
0,68,1,0,0,0,0,0,2,2,2,2,1,56,72398,2366,Normal
0,41,0,0,0,0,0,0,2,2,1,2,5,56,17971,3369,Normal
0,28,1,0,0,0,0,0,2,2,2,2,0,56,22191,429,Normal
0,81,1,0,0,0,0,0,2,2,2,2,1,56,83652,2451,Normal
0,54,1,0,0,0,0,0,2,2,2,2,0,56,19766,3444,Normal
0,62,1,0,0,0,0,0,2,2,2,2,0,56,18732,3529,Normal
0,93,1,0,0,0,0,0,2,2,2,2,1,56,105359,2589,Normal
0,114,1,0,0,0,0,0,2,2,2,2,1,56,113231,2735,Normal
0,108,1,0,0,0,0,0,2,2,2,2,0,56,96731,2553,Normal
0,73,1,0,0,0,0,0,2,2,2,2,0,56,78228,3177,Normal
0,70,1,0,0,0,0,0,2,2,2,2,0,56,79297,2200,Normal
0,107,1,0,0,0,0,0,2,2,2,2,0,56,102800,2427,Normal
0,39,0,0,0,0,0,0,2,2,1,2,36,56,137668,12671,Normal
0,39,1,0,0,0,0,0,2,2,2,2,0,56,17449,2869,Normal
0,39,1,0,0,0,0,0,2,2,2,2,2,56,19566,3428,Normal
0,33,1,0,0,0,0,0,2,2,2,2,0,56,18801,3550,Normal
0,55,1,0,0,0,0,0,2,2,2,2,1,56,19288,2925,Normal
0,30,1,0,0,0,0,0,2,2,2,2,1,56,22320,421,Normal
0,27,1,0,0,0,0,0,2,2,2,2,1,56,25734,4636,Normal
0,58,1,0,0,0,0,0,2,2,2,2,0,56,16137,2650,Normal
0,58,1,0,0,0,0,0,2,2,2,2,0,56,17039,2617,Normal
0,58,1,0,0,0,0,0,2,2,2,2,0,56,21578,3627,Normal
0,61,1,0,0,0,0,0,2,2,2,2,0,56,15426,2038,Normal
0,61,1,0,0,0,0,0,2,2,2,2,0,56,18153,3286,Normal
0,61,1,0,0,0,0,0,2,2,2,2,0,56,17414,2731,Normal
0,61,1,0,0,0,0,0,2,2,2,2,1,56,16451,2378,Normal
0,61,1,0,0,0,0,0,2,2,2,2,1,56,15115,1852,Normal
0,61,1,0,0,0,0,0,2,2,2,2,0,56,16199,2196,Normal
0,61,1,0,0,0,0,0,2,2,2,2,0,56,15549,2030,Normal
0,61,1,0,0,0,0,0,2,2,2,2,0,56,15425,1945,Normal
0,61,1,0,0,0,0,0,2,2,2,2,0,56,22248,4944,Normal
0,41,1,0,0,0,0,0,2,2,2,2,1,56,15243,1916,Normal
0,41,1,0,0,0,0,0,2,2,2,2,0,56,15608,2151,Normal
0,41,1,0,0,0,0,0,2,2,2,2,1,56,15261,2001,Normal
0,35,1,0,0,0,0,0,2,2,2,2,1,56,15832,2091,Normal
0,35,1,0,0,0,0,0,2,2,2,2,1,56,16397,2378,Normal
0,35,1,0,0,0,0,0,2,2,2,2,1,56,15611,2066,Normal
0,45,1,0,0,0,0,0,2,2,2,2,1,56,15426,2006,Normal
0,45,1,0,0,0,0,0,2,2,2,2,0,56,16234,2776,Normal
0,44,1,0,0,0,0,0,2,2,2,2,0,56,15801,2078,Normal
0,44,1,0,0,0,0,0,2,2,2,2,0,56,18768,3469,Normal
0,44,1,0,0,0,0,0,2,2,2,2,1,56,13894,1929,Normal
0,44,1,0,0,0,0,0,2,2,2,2,0,56,15147,2451,Normal
0,44,1,0,0,0,0,0,2,2,2,2,1,56,15560,1916,Normal
0,32,1,0,0,0,0,0,2,2,2,2,1,56,15516,2472,Normal
0,32,1,0,0,0,0,0,2,2,2,2,1,56,16347,2463,Normal
0,32,1,0,0,0,0,0,2,2,2,2,1,56,15611,2180,Normal
0,32,1,0,0,0,0,0,2,2,2,2,0,56,13837,2042,Normal
0,32,1,0,0,0,0,0,2,2,2,2,0,56,16793,3246,Normal
0,32,1,0,0,0,0,0,2,2,2,2,0,56,15696,2415,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,15402,2014,Normal
0,43,1,0,0,0,0,0,2,2,2,2,1,56,15142,1868,Normal
0,43,1,0,0,0,0,0,2,2,2,2,0,56,14503,1758,Normal
